7.188635295707376827e+01 4.931318114767100980e+01
3.081772898735754396e+01 3.170976735981729888e+01
2.685225502884825310e+00 -3.988531172983509482e-02
-1.203402892513363742e+00 -3.239737301108018386e+00
1.438255561805793548e+01 1.410850499768653599e+01
2.113044043277529482e+00 4.996044672059456460e+00
-3.280932930559414817e+00 -3.308533563766875130e+00
-1.879065234454700972e+00 -4.615307914256393751e+00
8.117776640997779225e+01 4.061334329459116077e+01
8.752172380721911793e+01 4.282449201965683017e+01
7.713648127440434266e+00 -4.503605857083443631e+00
-3.282262887626496539e+00 -2.812864793871597824e-01
3.179455401234158707e+00 8.700586526425883704e+00
-2.436673039898827220e+00 1.876319420307043240e+00
1.589627207035866974e+01 1.481495952107358249e+01
5.183976545366035538e+01 7.727831571000783129e+01
8.126694650307695156e+01 4.972648219848873197e+01
-3.662169280424769191e+00 2.201124117665738122e+00
1.921330013278735649e+01 1.093362312726582175e+01
2.508535207757962127e+01 1.871597180791393100e+01
1.685605208088317042e+01 1.189427483020813803e+01
5.591318014192539465e+01 8.159685295630936253e+01
-6.856250518900266488e-01 6.487895060400250102e+00
6.839960519382600523e+00 1.255312283734104362e-01
7.847552198040722260e+01 6.130712152567593876e+01
5.287173445185428733e+01 8.465915485838328891e+01
1.483411088557016422e+00 3.537518309259441551e+00
2.449042027398188637e+01 1.762394818888754600e+01
1.987144203080423166e+00 8.298518084815350804e+00
2.154099103174389640e+01 1.174219885097476279e+01
1.713188121967241795e+00 -2.986504170681398396e+00
-1.327866082514854540e+01 -2.884112438909910425e-01
5.467842142352095891e+01 7.230823365268302894e+01
4.847721704440704826e+01 8.290019240469403883e+01
4.070674088172426153e+00 -5.099420888362395488e+00
5.011641421909413907e+01 7.738134019925676910e+01
-1.204039549372519113e+00 1.354036227113994961e+00
1.233694473539347314e+01 1.968013786908260698e+01
3.230320388845377533e+00 1.309564491117236829e+00
2.301315044029389512e+01 2.282263884996763181e+01
2.115116261153214339e+01 2.324552387351351257e+01
7.796791069953461495e+00 -2.731500924369734129e+00
3.319275305990751157e+00 3.747404739556156716e+00
7.395305171282969070e+01 5.285359728340548457e+01
3.516177107509226829e+01 3.100834452604488334e+01
3.846742193121930331e+00 -4.495024461173835917e+00
-6.050479082678849041e-01 -5.164023563915280945e+00
2.377256931314407495e+01 1.898141164970129324e+01
9.586251210778481635e+00 -7.515142090180683132e-01
1.155886018236445523e+01 1.740685140737142333e+01
-3.954185083492744113e+00 3.219471000627662782e+00
-3.509578466464653435e+00 -9.871355125617677473e+00
2.726110452933219719e+01 3.148472929623500960e+01
4.478645977186817362e+01 8.133991161362017408e+01
1.131334802634687442e+01 1.928782013762955927e+01
2.808094401791253247e+01 3.338742773737821068e+01
-1.891807321039590484e+00 -2.405676814384519524e+00
7.840222143213655670e+01 5.028872197593445748e+01
2.403323992628016725e+01 3.229171184451985965e+01
7.640645006184033150e+01 5.686950311640180189e+01
5.536974668728830373e+00 -5.983769655271334642e+00
9.075292569238676776e+00 9.846240425650478301e+00
4.623920848901350134e+00 2.330416649912516736e-01
8.229218734993850148e+01 5.275332413511669927e+01
3.182639467543104672e+01 2.982846879678766072e+01
5.362944928898130570e+01 7.977926958467888596e+01
1.429710258388523236e+01 8.542588796089184200e+00
2.581837436189537094e+00 -1.776197291730518213e+00
8.415430407719547645e+01 5.219709116251205216e+01
1.359142330161885504e+01 2.259965711763247498e+01
1.042557378147936831e+01 1.087896128112350169e+01
-1.915572103742077870e+00 5.476499741571928537e-01
2.923952293101994115e+01 3.296902735019472885e+01
-2.499513098033065539e+00 2.182096904803969561e+00
7.813319940403395947e+01 3.868589761687535145e+01
2.042680365013239197e+01 1.682932474303111903e+01
1.514504876883166951e+01 1.602208737178137099e+01
7.925016143706987748e+01 5.212272695416363888e+01
1.504896518454423848e+01 1.105034625503284218e+01
9.480995545901844679e+00 1.218115308901610661e+01
4.688851553762309265e+01 7.935556166047582849e+01
8.233728619107151303e+01 4.691451323764777470e+01
-1.129118463845312625e+01 3.399774457322502386e+00
-5.580331515322071390e+00 -6.441378372897146876e-02
8.467094517509478635e+01 4.438587913525701367e+01
-4.096973373163143028e-01 -6.093132073764454759e+00
-3.880266787677892903e+00 -3.237980316636632772e+00
8.348177951534103158e+01 5.218552760308252658e+01
-1.136488020643107444e-01 -4.799985394263092786e+00
1.887485288258226035e+01 1.305309092543445004e+01
1.624126150896725207e+01 2.147066150864307232e+01
4.366880360178669207e+01 7.232389981307825622e+01
1.021487976949488008e+01 9.449923735583368511e+00
1.312393002506578910e+01 1.981473816163377677e+01
8.415077923712190966e+01 5.204440786252809659e+01
1.674055252596786403e+01 8.668508804292615721e+00
4.682749600168912707e+01 7.960706299777116612e+01
-5.477698146967330928e+00 1.200671486614779226e+01
-6.628117155012741790e+00 4.685142238249076385e+00
8.491271017627758511e+01 4.332764061966872760e+01
